modelo,preco,quilometragem,ano,infomacoes
Fluence,40.900,105.000 Km,2014,Renault Fluence 2.0 Privilége 16v
Fluence,39.990,99.850 Km,2013,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,37.890,108.000 Km,2014,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,38.900,80.000 Km,2014,Renault Fluence 2.0 Gt Line X-tronic Hi-flex 4p
Fluence,45.000,94.700 Km,2016,Renault Fluence Privilege 2.0 Aut
Fluence,55.900,70.000 Km,2015,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,44.990,120.000 Km,2013,Renault Fluence 2.0 Privilège X-tronic Hi-flex 4p
Fluence,41.890,88.000 Km,2013,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,33.000,70.000 Km,2012,Renault Fluence 2.0 Privilège X-tronic Hi-flex 4p
Fluence,33.000,161.740 Km,2011,Renault Fluence 2.0 Dynamique 16v
Fluence,33.490,107.000 Km,2015,Renault Fluence 2.0 Dynamique Plus X-tronic Hi-flex 4p
Fluence,45.000,108.157 Km,2016,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,46.990,85.000 Km,2014,Renault Fluence 2.0 Gt Line 16v Flex 4p Automático
Fluence,39.900,80.000 Km,2017,Renault Fluence 2.0 Dynamique Plus 16v Flex 4p Automático
Fluence,49.900,126.247 Km,2015,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,44.290,116.000 Km,2016,Renault Fluence Plus
Fluence,40.999,54.364 Km,2016,Renault Fluence 2.0 Dynamique Plus X-tronic Hi-flex 4p
Fluence,48.900,18.625 Km,2017,Renault Fluence Fluence 2.0 Dynamique Plus 16v Flex 4p Automático
Fluence,53.900,72.000 Km,2016,Renault Fluence 2.0 Gt Line 16v Flex 4p Automático
Fluence,54.900,167.000 Km,2013,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,30.000,99.000 Km,2014,Renault Fluence Fluence Dynamique Plus 2.0 16v Flex Aut.
Fluence,39.900,0 Km,2013,Renault Fluence 2.0 Privilége 16v Flex 4p Automático
Fluence,39.900,103.533 Km,2012,Renault Fluence 2.0 Dynamique 16v
Fluence,38.790,108.000 Km,2012,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,32.900,103.533 Km,2012,Renault Fluence 2.0 Dynamique 16v
Fluence,38.790,72.000 Km,2014,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,41.900,74.000 Km,2012,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,37.990,49.667 Km,2015,Renault Fluence 2.0 Privilége 16v
Fluence,71.490,0 Km,2013,Renault Fluence 1.6 Expression 16v Flex 4p Manual
Fluence,30.900,109.000 Km,2011,Renault Fluence 2.0 Dynamique 16v
Fluence,35.990,77.200 Km,2017,Renault Fluence 2.0 Dynamic
Fluence,51.900,99.000 Km,2014,Renault Fluence Fluence 2.0 16v Privilege (aut) (flex)
Fluence,45.900,110.410 Km,2013,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,39.490,110.000 Km,2013,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,35.990,73.300 Km,2015,Renault Fluence 2.0 Dynamique X-tronic Hi-flex 4p
Fluence,44.900,134.000 Km,2016,Renault Fluence 2.0 Privilège X-tronic Hi-flex 4p
Fluence,48.900,75.410 Km,2014,Renault Fluence Fluence 2.0 Privilege 16v Flex 4p Automatico
Fluence,48.900,100.000 Km,2014,Renault Fluence 2.0 Dynamique X-tronic Hi-flex 4p
Fluence,36.800,99.000 Km,2013,Renault Fluence Fluence Dyn20m
Fluence,33.990,126.000 Km,2011,Renault Fluence 2.0 Dynamique X-tronic Hi-flex 4p
Fluence,29.500,37.790 Km,2015,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,41.800,127.791 Km,2012,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,38.900,244.000 Km,2015,Renault Fluence 2.0 Dynamique X-tronic Hi-flex 4p
Fluence,37.500,65.400 Km,2011,Renault Fluence Fluence Sed. Dynamique 2.0 16v Flex Aut.
Fluence,34.900,110.000 Km,2013,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,35.890,999.999 Km,2013,Renault Fluence Fluence 2.0 16v Dynamique (aut) (flex) Gnv
Fluence,50.990,99.000 Km,2016,Renault Fluence Dynamique Plus 16v
Fluence,56.900,0 Km,2016,Renault Fluence 2.0 Privilége 16v Flex 4p Automático
Fluence,56.000,59.000 Km,2013,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,39.990,87.000 Km,2013,Renault Fluence 2.0 Dynamique X-tronic Hi-flex 4p
Fluence,37.900,111 Km,2012,Renault Fluence Dynamique 2.0 16v Hi-flex
Fluence,35.790,999.999 Km,2012,Renault Privilége Fluence 2.0 16v Privilege (aut) (flex)
Fluence,48.890,111 Km,2016,Renault Fluence Renault Fluence 2.0 16v Dynamique (flex)
Fluence,41.910,85.500 Km,2014,Renault Fluence 2.0 Dynamique 16v Flex 4p Manual
Fluence,27.800,200.000 Km,2012,Renault Fluence Fluence 2.0 Dynamique 16v Flex 4p Manual
Fluence,42.900,114.000 Km,2015,Renault Fluence Renault Fluence 2.0 16v 4p Flex Dynamique Automático
Fluence,32.990,200.003 Km,2012,Renault Fluence 2.0 Privilège X-tronic Hi-flex 4p
Fluence,30.000,80.000 Km,2012,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,37.000,63.000 Km,2014,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,31.900,93.000 Km,2012,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,46.900,93.513 Km,2015,Renault Fluence Fluence Dynamique Plus 2.0 16v Flex Aut.
Fluence,28.990,150.000 Km,2011,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,55.000,97.000 Km,2016,Renault Fluence 2.0 Privilège X-tronic Hi-flex 4p
Fluence,49.990,68.138 Km,2015,Renault Fluence Fluence Dynamique 2.0 16v Hi-flex Aut.
Fluence,56.900,108.510 Km,2017,Renault Fluence Fluence Dyn Pl
Fluence,45.900,86.000 Km,2015,Renault Fluence Fluence Dynamique 2.0 16v Hi-flex Aut.
Fluence,35.900,1 Km,2013,Renault Fluence Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,50.990,76.320 Km,2016,Renault Fluence Fluence Dynamique Plus 2.0 16v Flex Aut.
Fluence,39.900,169.750 Km,2013,Renault Fluence Fluence Pri20a
Fluence,32.500,111.111 Km,2011,Renault Fluence Fluence Dyn20a
Fluence,54.900,73.000 Km,2017,Renault Fluence Fluence Dyn Pl
Fluence,20.000,70.000 Km,2013,Renault Fluence 2.0 Dynamique X-tronic Hi-flex 4p
Fluence,46.900,106.673 Km,2014,Renault Fluence 2.0 Privilége 16v Flex 4p Automático
Fluence,57.900,1 Km,2017,Renault Fluence Fluence 2.0 Dynamique Plus 16v Flex 4p Automático
Fluence,32.900,112.000 Km,2013,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,39.390,0 Km,2014,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,46.888,70.985 Km,2014,Renault Fluence 2.0 Dynamique 16v
Fluence,49.900,78.000 Km,2017,Renault Fluence 2.0 Dynamique Plus 16v Flex 4p Automático
Fluence,46.888,66.364 Km,2014,Renault Fluence 2.0 Dynamique 16v
Fluence,42.900,128.106 Km,2015,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,71.490,47.909 Km,2015,Renault Fluence 2.0 Privilége 16v
Fluence,38.990,99.000 Km,2014,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,41.900,62.882 Km,2014,Renault Fluence 2.0 Dynamique X-tronic Hi-flex 4p
Fluence,38.900,125.200 Km,2014,Renault Fluence 2.0 Dynamique 16v Flex 4p Automático
Fluence,37.900,103.100 Km,2013,Renault Fluence 2.0 Dynamique
Fluence,41.990,70.000 Km,2013,Renault Fluence Fluence Dynamique 2.0 16v Hi-flex Aut.
Fluence,34.990,136.215 Km,2014,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,43.900,99.856 Km,2015,Renault Fluence Fluence 2.0 16v Dynamique X-tronic (aut) (flex)
Fluence,44.990,1 Km,2015,Renault Fluence 2.0 Dynamique Hi-flex 4p
Fluence,33.900,228.000 Km,2013,Renault Fluence 2.0 Dynamique Hi-flex 4p
Kwid,40.899,13.000 Km,2020,Renault Kwid 1.0 Zen Flex 4p Manual - 13.000 Km
Kwid,45.500,11.000 Km,2020,Renault Kwid Outsider 1.0 Flex 12v 5p Mec
Kwid,36.990,59.000 Km,2018,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,39.990,29.100 Km,2019,Renault Kwid 1.0 12v Zen Sce 5p
Kwid,43.890,0 Km,2021,Renault Kwid 1.0 12v Zen Sce 5p
Kwid,37.890,3.385 Km,2020,Renault Kwid 1.0 12v Sce Flex Life Manual
Kwid,41.900,27.000 Km,2019,Renault Kwid 1.0 12v Intense Sce 5p
Kwid,36.990,71.953 Km,2019,Renault Kwid Kwid Zen 1.0 Flex 12v 5p Mec.
Kwid,37.900,72.150 Km,2018,Renault Kwid 1.0 12v Intense Sce 5p
Kwid,50.990,0 Km,2021,Renault Kwid 1.0 12v Intense Sce 5p
Kwid,41.900,16.200 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,34.000,44.780 Km,2020,Renault Kwid 1.0 12v Sce Flex Intense Manual
Kwid,32.940,29.681 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,31.900,10.413 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,49.490,1 Km,2022,Renault Kwid 1.0 12v Sce Zen
Kwid,48.490,1 Km,2021,Renault Kwid 1.0 12v Sce Zen
Kwid,49.900,1 Km,2022,Renault Kwid Kwid Intense 1.0
Kwid,47.490,0 Km,2021,Renault Kwid Kwid Zen 1.0
Kwid,50.990,1 Km,2022,Renault Kwid 1.0 12v Sce Intense
Kwid,49.990,1 Km,2022,Renault Kwid 1.0 12v Sce Zen
Kwid,36.900,24.490 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.900,5.000 Km,2020,Renault Kwid Kwid Zen 1.0 Flex 12v 5p Mec.
Kwid,49.490,1 Km,2022,Renault Kwid 1.0 12v Sce Zen
Kwid,49.540,1 Km,2022,Renault Kwid 1.0 12v Sce Zen
Kwid,52.190,1 Km,2022,Renault Kwid 1.0 12v Sce Outsider
Kwid,47.590,1 Km,2022,Renault Kwid 1.0 12v Sce Zen
Kwid,44.900,0 Km,2021,Renault Kwid 1.0 12v Sce Flex Life Manual
Kwid,49.590,1 Km,2022,Renault Kwid 1.0 12v Sce Intense
Kwid,49.490,1 Km,2022,Renault Kwid 1.0 12v Sce Zen
Kwid,42.990,21.500 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,45.190,28.157 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,45.590,14.349 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,40.990,30.088 Km,2019,Renault Kwid 1.0 12v Sce Intense
Kwid,38.900,45.502 Km,2018,Renault Kwid Kwid 1.0 12v Sce Flex Zen Manual
Kwid,50.490,1 Km,2022,Renault Kwid 1.0 12v Sce Intense
Kwid,50.490,1 Km,2022,Renault Kwid 1.0 12v Sce Intense
Kwid,50.990,1 Km,2022,Renault Kwid 1.0 12v Sce Intense
Kwid,52.900,1.859 Km,2021,Renault Kwid 1.0 12v Sce Outsider
Kwid,51.000,13.000 Km,2021,Renault Kwid 1.0 12v Sce Outsider
Kwid,46.990,1 Km,2021,Renault Kwid Zen 1.0 12v Sce Flex
Kwid,47.900,8.000 Km,2020,Renault Kwid 1.0 12v Flex Outsider Manual
Kwid,38.990,93.209 Km,2019,Renault Kwid 1.0 12v Sce Intense
Kwid,39.490,95.795 Km,2019,Renault Kwid 1.0 12v Sce Zen
Kwid,42.290,33.588 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.290,28.890 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,41.990,40.742 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.290,27.273 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.290,39.143 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,45.590,13.539 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,45.590,23.339 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,36.300,0 Km,2020,Renault Kwid 1.0 12v Sce Zen
Kwid,39.970,31.000 Km,2019,Renault Kwid 1.0 12v Zen Sce 5p
Kwid,36.900,37.547 Km,2018,Renault Kwid 1.0 12v Zen Sce 5p
Kwid,46.990,0 Km,2021,Renault Kwid 1.0 12v Zen Sce 5p
Kwid,39.900,55.000 Km,2019,Renault Kwid 1.0 12v Intense Sce 5p
Kwid,38.900,48.263 Km,2018,Renault Kwid 1.0 12v Intense Sce 5p
Kwid,48.990,0 Km,2021,Renault Kwid 1.0 12v Sce Intense
Kwid,46.990,21.659 Km,2020,Renault Kwid Kwid Outsider 1.0 Flex 12v 5p Mec
Kwid,45.190,29.379 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.990,23.419 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.990,7.745 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,45.190,25.989 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.290,25.042 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,45.590,17.325 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,45.590,23.950 Km,2021,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.290,29.000 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.290,27.080 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.290,29.815 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,37.900,41.000 Km,2019,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,52.190,1 Km,2022,Renault Kwid 1.0 12v Sce Outsider
Kwid,40.900,84.000 Km,2019,Renault Kwid Kwid 1.0 12v Sce Flex Intense Manual
Kwid,40.900,8.400 Km,2020,Renault Kwid Zen 1.0 12v
Kwid,44.900,28.490 Km,2020,Renault Kwid Renault Kwid Intense 1.0 12v Sce (flex)
Kwid,40.899,14.784 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,34.900,61.612 Km,2018,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,38.900,63.586 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.500,12.612 Km,2020,Renault Kwid Zen 1.0 12v
Kwid,43.900,25.600 Km,2020,Renault Kwid Zen 1.0 Flex 12v 5p Mec.
Kwid,33.900,83.000 Km,2019,Renault Kwid Zen 1.0 Flex 12v 5p Mec.
Kwid,42.900,16.775 Km,2020,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,37.990,32.369 Km,2018,Renault Kwid 1.0 12v Sce Flex Intense Manual
Kwid,33.866,72.700 Km,2018,Renault Kwid 1.0 12v Sce Flex Zen Manual
Kwid,42.950,51.402 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,40.440,37.824 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,47.630,45.680 Km,2021,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,43.090,48.039 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,42.690,35.663 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,42.470,45.782 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,43.560,54.569 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,42.300,47.141 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,42.970,47.732 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,41.840,60.514 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,42.970,53.640 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,43.560,48.392 Km,2020,Renault Kwid Zen 1.0 12v Sce (flex)
Kwid,43.990,16.000 Km,2020,Renault Kwid Kwid Zen 1.0
Kwid,36.990,86.106 Km,2019,Renault Kwid 1.0 12v Sce Flex Zen Manual
Logan,33.900,92.000 Km,2018,Renault Logan 1.0 12v Sce Flex Authentique Manual
Logan,35.900,38.000 Km,2015,Renault Logan 1.6 Expression Hi-power Easy-r 4p
Logan,38.900,54.000 Km,2019,Renault Logan 1.0 12v Sce Flex Expression Manual
Logan,15.890,200.000 Km,2011,Renault Logan 1.0 16v Authentique Hi-flex 4p
Logan,31.900,110.000 Km,2015,Renault Logan 1.6 Expression 8v Flex 4p Manual
Logan,34.901,62.215 Km,2016,Renault Logan 1.6 Expression Hi-power 4p
Logan,37.499,79.700 Km,2019,Renault Logan 1.0 12v Sce Authentique
Logan,18.890,177.000 Km,2012,Renault Logan 1.0 Authentique 16v
Logan,32.900,97.000 Km,2013,Fiat Doblo Doblo Adv/adv Tryon/locker 1.8 Flex
Logan,27.000,68.000 Km,2013,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,39.900,78.000 Km,2018,Renault Logan 1.0 12v Sce Flex Expression Manual
Logan,18.990,1 Km,2013,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,57.980,0 Km,2021,Renault Logan 1.0 Life 12v 4p
Logan,39.990,58.000 Km,2017,Renault Logan Renault Logan Dynamique 1.6
Logan,39.990,54.000 Km,2016,Renault Logan 1.6 Dynamique 8v
Logan,18.900,88.000 Km,2012,Renault Logan 1.0 16v Authentique Hi-flex 4p
Logan,47.870,20.000 Km,2020,Renault Logan Logan Life Flex 1.0 12v 4p Mec.
Logan,36.900,118.000 Km,2017,Renault Logan 1.0 12v Expression Sce 4p
Logan,35.000,67.000 Km,2015,Renault Logan 1.6 Expression Hi-power 4p
Logan,40.990,45.466 Km,2019,Renault Logan 1.0 12v Sce Authentique
Logan,18.247,156.000 Km,2012,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,14.499,178.000 Km,2008,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,31.900,150.000 Km,2014,Renault Logan 1.6 Expression Hi-power 4p
Logan,34.899,62.215 Km,2016,Renault Logan 1.6 Expression Hi-power 4p
Logan,57.990,0 Km,2021,Renault Logan 1.0 Life 12v 4p
Logan,45.970,27.500 Km,2020,Renault Logan 1.0 12v Authentique Sce 4p
Logan,43.970,34.000 Km,2019,Renault Logan 1.0 12v Authentique Sce 4p
Logan,43.980,26.100 Km,2019,Renault Logan 1.0 12v Authentique Sce 4p
Logan,18.990,165.548 Km,2009,Renault Logan 1.6 Expression 8v
Logan,58.900,2.000 Km,2020,Renault Logan 1.6 Zen 16v 4p
Logan,35.863,135.002 Km,2015,Renault Logan Logan 1.6 Dynamique 8v Flex 4p Automatizado
Logan,19.900,1 Km,2008,Renault Logan Logan Sedan Privilege 1.6 16v
Logan,20.900,91.000 Km,2008,Renault Logan 1.6 Expression Hi-torque 4p
Logan,47.870,28.000 Km,2020,Renault Logan 1.0 Life 12v 4p
Logan,35.890,80.000 Km,2019,Renault Logan 1.0 12v Authentique Sce 4p
Logan,25.890,123.000 Km,2013,Renault Logan 1.0 Authentique 16v Flex 4p Manual
Logan,47.990,72.001 Km,2020,Renault Logan Renault Logan 1.0 12v Sce Flex Zen Manual
Logan,42.320,20.000 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,42.320,20.000 Km,2020,Renault Logan 1.0 12v Sce Flex Zen Manual
Logan,32.990,84.000 Km,2015,Renault Logan Logan Expr 1016v
Logan,40.900,81.000 Km,2019,Renault Logan 1.0 12v Sce Flex Expression Manual
Logan,43.990,54.000 Km,2019,Renault Logan 1.0 12v Expression Sce 4p
Logan,22.320,1.000 Km,2013,Renault Logan 1.0 Expression 16v Flex 4p Manual
Logan,46.869,30.000 Km,2020,Renault Logan Logan Authentique Flex 1.0 12v 4p
Logan,48.899,75.665 Km,2020,Renault Logan 1.0 Life 12v 4p
Logan,55.900,58.445 Km,2020,Renault Logan 1.0 12v Sce Flex Zen Manual
Logan,40.900,70.000 Km,2017,Renault Logan Logan 1.6 Dynamique 8v Flex 4p Manual
Logan,37.899,104.174 Km,2016,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,31.990,18.455 Km,2020,Renault Logan 1.0 12v Sce Flex Authentique Manual
Logan,34.990,121.268 Km,2016,Renault Logan Logan 1.6 Expression 8v Flex 4p Manual 2016
Logan,19.900,78.000 Km,2011,Fiat Siena 1.0 El Flex 4p
Logan,44.900,44.533 Km,2020,Renault Logan Logan Expression 1.0 12v
Logan,27.500,188.000 Km,2015,Renault Logan 1.6 Dynamique Hi-power 4p
Logan,70.890,100 Km,2021,Renault Logan Zen 1.6
Logan,27.990,149.000 Km,2014,Renault Logan 1.6 Dynamique Hi-power 4p
Logan,30.999,0 Km,2016,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,30.490,105.832 Km,2015,Renault Logan 1.0 Authentique 16v
Logan,21.499,97.000 Km,2013,Renault Logan 1.0 Authentique 16v
Logan,39.900,66.000 Km,2017,Renault Logan 1.0 12v Sce Expression
Logan,46.900,43.000 Km,2020,Renault Logan 1.0 12v Sce Expression Manual
Logan,41.790,57.200 Km,2019,Renault Logan 1.0 12v Sce Flex Expression Manual
Logan,20.900,234.000 Km,2013,Renault Logan 1.6 Expression Hi-power 4p
Logan,24.500,110.258 Km,2012,Renault Logan 1.6 16v Expression Hi-flex Aut. 4p
Logan,22.900,75.642 Km,2012,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,35.900,1 Km,2015,Renault Logan Logan 1.6 Dynamique 8v Flex 4p Manual
Logan,31.730,18.403 Km,2020,Renault Logan 1.0 12v Sce Flex Authentique Manual
Logan,42.890,25.000 Km,2018,Renault Logan 1.6 16v Sce Flex Expression Manual
Logan,42.899,82.871 Km,2020,Renault Logan 1.0 12v Authentique Sce 4p
Logan,14.900,139.527 Km,2008,Renault Logan 1.0 16v Authentique Hi-flex 4p
Logan,41.490,38.173 Km,2019,Renault Logan 1.0 12v Sce Flex Expression Avantage Manual
Logan,17.900,123 Km,2011,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,34.159,14.676 Km,2020,Renault Logan 1.0 12v Sce Flex Expression Manual
Logan,42.990,49.890 Km,2020,Renault Logan 1.0 12v Sce Flex Authentique Manual
Logan,41.990,48.650 Km,2019,Renault Logan 1.0 12v Sce Flex Authentique Manual
Logan,41.990,48.700 Km,2019,Renault Logan 1.0 12v Sce Flex Authentique Manual
Logan,20.990,143.202 Km,2011,Renault Logan Logan Expression 1.0 16v (flex)
Logan,49.900,63.200 Km,2020,Renault Logan 1.0 12v Sce Flex Zen Manual
Logan,18.900,145.000 Km,2010,Renault Logan Logan Expression 1.6 8v Hi-torque (flex)
Logan,36.900,66.000 Km,2017,Renault Logan 1.6 Expression Hi-power 4p
Logan,47.900,57.958 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,48.900,29.664 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,48.900,23.383 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,48.900,16.045 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,48.900,20.906 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,29.990,94.741 Km,2012,Renault Logan 1.6 Expression 8v Flex 4p Manual
Logan,33.900,107.000 Km,2014,Renault Logan 1.6 Expression Hi-power 4p
Logan,45.900,53.000 Km,2019,Renault Logan Expression Pack Avantage 1.6 16v Sce (flex)
Logan,29.000,121.000 Km,2014,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,49.900,22.291 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,54.030,36.583 Km,2020,Renault Logan Zen 1.6 16v Sce (flex)
Logan,37.990,999.999 Km,2018,Renault Logan Logan Authentique 1.0 12v Sce (flex)
Logan,17.900,197.000 Km,2011,Renault Logan 1.0 16v Expression Hi-flex 4p
Logan,36.900,70.000 Km,2018,Renault Logan 1.0 12v Authentique Sce 4p
Logan,33.890,84.000 Km,2014,Renault Logan 1.6 Expression Hi-power 4p
Logan,48.900,16.549 Km,2020,Renault Logan 1.0 12v Sce Flex Life Manual
Logan,22.900,999.999 Km,2013,Renault Logan Logan Authentique 1.0 16v (flex)
Master,136.900,0 Km,2021,Renault Master 2.3 L2h1 2p
Master,149.900,0 Km,2021,Renault Master 2.3 L1h1 5p
Master,135.900,0 Km,2019,Renault Master 2.3 L1h1 5p
Master,159.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
Master,151.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
Master,210.900,0 Km,2021,Renault Master 2.3 Executive L3h2 16l 5p
Master,69.900,280.000 Km,2010,Renault Master 2.5 Dci L2h2 16l 5p
Master,129.900,0 Km,2020,Renault Master Master 2.3 Dci Chassi Cabine L2h1 16v
Master,139.900,1 Km,2016,Renault Master 2.3 Executive L3h2 16l 5p
Master,129.900,199.000 Km,2017,Renault Master L2h2 Ambulancia
Master,162.900,0 Km,2020,Renault Master 2.3 Executive L3h2 16l 5p
Master,159.900,0 Km,2021,Renault Master 2.3 Extra L3h2 Vitrè 5p
Master,159.900,0 Km,2020,Renault Master 2.3 Extra L3h2 5p
Master,69.900,235.630 Km,2007,Renault Master 2.5 Dci L3h2 5p
Master,116.900,199.000 Km,2015,Renault Master 2.3 Grand L2h2 5p
Master,142.900,0 Km,2021,Renault Master Chassi Baú Carga Seca
Master,142.900,0 Km,2020,Renault Master Baú
Master,129.900,0 Km,2020,Renault Master Chassi
Master,129.900,0 Km,2020,Renault Master Chassi
Master,142.900,0 Km,2021,Renault Master Chassi Baú Carga Seca
Master,149.000,15.666 Km,2016,Renault Master Food Truck Ch Cabine
Master,59.580,98.368 Km,2010,Renault Master 2.5 Dci L3h2 5p
Master,120.000,115.000 Km,2015,Renault Master 2.3 Executive L3h2 16l 5p
Master,112.000,129.364 Km,2018,Renault Master 2.3 L1h1 5p
Master,164.000,75.160 Km,2019,Renault Master 2.3 Extra L3h2 5p
Master,127.900,29.600 Km,2020,Renault Master 2.3 L1h1 5p
Master,126.900,98.000 Km,2017,Renault Master Master Executiva L3h2 16 Lugares
Master,48.900,324.785 Km,2009,Renault Master 2.5 Dci L2h2 16l 5p
Master,73.500,326.000 Km,2013,Renault Master 2.5 Dci L3h2 5p
Master,125.000,316.404 Km,2014,Renault Master 2.3 Executive L3h2 16l 5p
Master,47.900,204.000 Km,2007,Hyundai Hr 2.5 Rd Extra-longo S/ Carroceria Tci 2p
Master,130.000,270.295 Km,2014,Renault Master 2.3 Dci Minibus Vip L3h2 16 Lugares 16v Diesel 4p Manual
Master,90.899,155.000 Km,2013,Renault Master Chassi Cabine L2h1 2.5 Dci 16v
Master,165.000,174.898 Km,2019,Renault Master 2.3 L2h1 2p
Master,114.900,114.000 Km,2015,Renault Master Master 2.3 16v Dci L3h2 Minibus 16l Vip
Master,112.000,143.645 Km,2016,Renault Master 2.3 Furgão L2h2 Standard
Master,75.900,1 Km,2012,Renault Master 2.5 Dci L3h2 5p
